indicator,purchase_date,sale_date,qty,scheme_name,purchase_amount,index_cost,sale_amount,short_term_gain_loss,long_term_gain_loss,clientname,commonscripcode,client_code,revised_cost_price,31st_jan_price,isin,asset_class,short_term_gain_loss_percent,long_term_gain_loss_percent,purchase_price,sale_price,absolute_gain_loss,portfolio_weight,taxable_gain_loss,folio_no,source,account_no
S,2018-01-02,2018-02-28,369.728,HDFC Low Duration-IDCWW,3755.697024,0.0,3755.5491328,-0.1478912,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,-0.0,0.0,10.16,10.16,-0.1478912,630.59,-0.15,10852294/04,M,10852294/04|INF179K01483
S,2018-01-09,2018-02-28,502.916,HDFC Low Duration-IDCWW,5108.620728,0.0,5108.4195616,-0.2011664,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,-0.0,0.0,10.16,10.16,-0.2011664,463.59,-0.2,10852294/04,M,10852294/04|INF179K01483
S,2018-01-09,2018-02-28,199803.06,HDFC Low Duration-IDCWW,2029739.345622,0.0,2029519.562256,-219.783366,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,-0.01,0.0,10.16,10.16,-219.783366,1.17,-219.78,10852294/04,M,10852294/04|INF179K01483
S,2017-08-15,2018-02-28,313.762,HDFC Low Duration-IDCWW,3187.194396,0.0,3187.0688912,-0.1255048,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,-0.0,0.0,10.16,10.16,-0.1255048,743.07,-0.13,10852294/04,M,10852294/04|INF179K01483
S,2017-08-08,2018-02-28,1005.437,HDFC Low Duration-IDCWW,10213.229046,0.0,10212.8268712,-0.4021748,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,-0.0,0.0,10.16,10.16,-0.4021748,231.89,-0.4,10852294/04,M,10852294/04|INF179K01483
S,2017-07-11,2018-02-28,1322.994,HDFC Low Duration-IDCWW,13438.973052,0.0,13438.4438544,-0.5291976,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,-0.0,0.0,10.16,10.16,-0.5291976,176.23,-0.53,10852294/04,M,10852294/04|INF179K01483
S,2017-06-08,2018-02-21,98448.452,HDFC Low Duration-IDCWW,1001801.6027068,0.0,999999.9960352,-1801.6066716,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,-0.18,0.0,10.18,10.16,-1801.6066716,2.37,-1801.61,10852294/04,M,10852294/04|INF179K01483
S,2017-06-08,2018-02-20,295261.06,HDFC Low Duration-IDCWW,3004547.020454,0.0,3000000.00013,-4547.020324,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,-0.15,0.0,10.18,10.16,-4547.020324,0.79,-4547.02,10852294/04,M,10852294/04|INF179K01483
L,2015-11-17,2018-02-15,22040.025,ICICI Pru Value Discovery-G,2500000.03575,0.0,3204399.23475,0.0,704399.199,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5776.0,7442.0,113.43,149.98,INF109K01AF8,Equity,0.0,28.18,113.43,145.39,704399.199,0.74,704399.2,7429440/49,M,7429440/49|INF109K01AF8
L,2015-12-16,2018-02-15,22540.799,ICICI Pru Value Discovery-G,2500000.01709,0.0,3277206.76661,0.0,777206.74952,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5776.0,7442.0,110.91,149.98,INF109K01AF8,Equity,0.0,31.09,110.91,145.39,777206.74952,0.72,777206.75,7429440/49,M,7429440/49|INF109K01AF8
L,2016-01-18,2018-02-15,24215.42,ICICI Pru Value Discovery-G,2499999.9608,0.0,3520679.9138,0.0,1020679.953,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5776.0,7442.0,103.24,149.98,INF109K01AF8,Equity,0.0,40.83,103.24,145.39,1020679.953,0.67,1020679.95,7429440/49,M,7429440/49|INF109K01AF8
L,2016-02-16,2018-02-15,13741.207,ICICI Pru Value Discovery-G,1370822.81032,0.0,1997834.08573,0.0,627011.27541,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5776.0,7442.0,99.76,149.98,INF109K01AF8,Equity,0.0,45.74,99.76,145.39,627011.27541,1.19,627011.28,7429440/49,M,7429440/49|INF109K01AF8
,2014-09-10,2017-12-21,115.0,RCL Market Linked Debentures Series B-262 Type I,11500000.0,,19252840.0,0.0,7752840.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST ,,3242.0,,,,Managed Products,0.0,67.42,100000.0,167416.0,7752840.0,0.05,7752840.0,ALISHRCL,O,
S,2017-06-08,2017-08-14,265585.961,HDFC Low Duration-IDCWW,2702576.1805399,0.0,2699999.9967182,-2576.1838217,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,-0.1,0.0,10.18,10.17,-2576.1838217,0.88,-2576.18,10852294/04,M,10852294/04|INF179K01483
S,2017-01-17,2017-06-27,602.502,HDFC Low Duration-IDCWW,6120.215316,0.0,6127.6863408,7.4710248,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.12,0.0,10.16,10.17,7.4710248,386.48,7.47,10852294/04,M,10852294/04|INF179K01483
S,2017-03-21,2017-06-27,508.681,HDFC Low Duration-IDCWW,5167.181598,0.0,5173.4892424,6.3076444,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.12,0.0,10.16,10.17,6.3076444,457.76,6.31,10852294/04,M,10852294/04|INF179K01483
S,2016-11-16,2017-06-27,1540.46,HDFC Low Duration-IDCWW,15602.54911,0.0,15667.094384,64.545274,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.41,0.0,10.13,10.17,64.545274,151.16,64.55,10852294/04,M,10852294/04|INF179K01483
S,2016-11-22,2017-06-27,413.488,HDFC Low Duration-IDCWW,4200.211104,0.0,4205.3383552,5.1272512,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.12,0.0,10.16,10.17,5.1272512,563.15,5.13,10852294/04,M,10852294/04|INF179K01483
S,2016-11-29,2017-06-27,468.021,HDFC Low Duration-IDCWW,4754.157318,0.0,4759.9607784,5.8034604,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.12,0.0,10.16,10.17,5.8034604,497.53,5.8,10852294/04,M,10852294/04|INF179K01483
S,2016-12-06,2017-06-27,626.256,HDFC Low Duration-IDCWW,6361.508448,0.0,6369.2740224,7.7655744,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.12,0.0,10.16,10.17,7.7655744,371.82,7.77,10852294/04,M,10852294/04|INF179K01483
S,2016-12-16,2017-06-27,148108.653,HDFC Low Duration-IDCWW,1500000.0049881,0.0,1506324.2444712,6324.2394831,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.42,0.0,10.13,10.17,6324.2394831,1.57,6324.24,10852294/04,M,10852294/04|INF179K01483
S,2017-01-03,2017-06-27,364.535,HDFC Low Duration-IDCWW,3702.94653,0.0,3707.466764,4.520234,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.12,0.0,10.16,10.17,4.520234,638.77,4.52,10852294/04,M,10852294/04|INF179K01483
S,2017-01-10,2017-06-27,1081.423,HDFC Low Duration-IDCWW,10985.094834,0.0,10998.5044792,13.4096452,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.12,0.0,10.16,10.17,13.4096452,215.32,13.41,10852294/04,M,10852294/04|INF179K01483
S,2017-01-24,2017-06-27,404.178,HDFC Low Duration-IDCWW,4105.640124,0.0,4110.6519312,5.0118072,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.12,0.0,10.16,10.17,5.0118072,576.12,5.01,10852294/04,M,10852294/04|INF179K01483
S,2017-01-31,2017-06-27,577.755,HDFC Low Duration-IDCWW,5868.83529,0.0,5875.999452,7.164162,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.12,0.0,10.16,10.17,7.164162,403.03,7.16,10852294/04,M,10852294/04|INF179K01483
S,2017-02-07,2017-06-27,738.897,HDFC Low Duration-IDCWW,7505.715726,0.0,7514.8780488,9.1623228,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.12,0.0,10.16,10.17,9.1623228,315.14,9.16,10852294/04,M,10852294/04|INF179K01483
S,2017-02-28,2017-06-27,199.406,HDFC Low Duration-IDCWW,2025.566148,0.0,2028.0387824,2.4726344,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.12,0.0,10.16,10.17,2.4726344,1167.74,2.47,10852294/04,M,10852294/04|INF179K01483
S,2017-03-07,2017-06-27,463.279,HDFC Low Duration-IDCWW,4705.988082,0.0,4711.7327416,5.7446596,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.12,0.0,10.16,10.17,5.7446596,502.62,5.74,10852294/04,M,10852294/04|INF179K01483
S,2017-03-28,2017-06-27,998.82,HDFC Low Duration-IDCWW,10146.01356,0.0,10158.398928,12.385368,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.12,0.0,10.16,10.17,12.385368,233.13,12.39,10852294/04,M,10852294/04|INF179K01483
S,2016-11-07,2017-06-27,6189.674,HDFC Low Duration-IDCWW,62734.2028922,0.0,62951.4604496,217.2575574,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.35,0.0,10.14,10.17,217.2575574,37.62,217.26,10852294/04,M,10852294/04|INF179K01483
S,2017-04-04,2017-06-27,259.184,HDFC Low Duration-IDCWW,2632.791072,0.0,2636.0049536,3.2138816,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.12,0.0,10.16,10.17,3.2138816,898.42,3.21,10852294/04,M,10852294/04|INF179K01483
S,2017-04-11,2017-06-27,53.208,HDFC Low Duration-IDCWW,540.486864,0.0,541.1466432,0.6597792,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.12,0.0,10.16,10.17,0.6597792,4376.31,0.66,10852294/04,M,10852294/04|INF179K01483
S,2017-04-18,2017-06-27,224.195,HDFC Low Duration-IDCWW,2277.37281,0.0,2280.152828,2.780018,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.12,0.0,10.16,10.17,2.780018,1038.63,2.78,10852294/04,M,10852294/04|INF179K01483
S,2017-04-25,2017-06-27,145.36,HDFC Low Duration-IDCWW,1476.56688,0.0,1478.369344,1.802464,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.12,0.0,10.16,10.17,1.802464,1601.92,1.8,10852294/04,M,10852294/04|INF179K01483
S,2017-04-27,2017-06-27,246062.992,HDFC Low Duration-IDCWW,2499999.99872,0.0,2502559.0538368,2559.0551168,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.1,0.0,10.16,10.17,2559.0551168,0.95,2559.06,10852294/04,M,10852294/04|INF179K01483
S,2017-05-03,2017-06-27,274.646,HDFC Low Duration-IDCWW,2789.854068,0.0,2793.2596784,3.4056104,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.12,0.0,10.16,10.17,3.4056104,847.84,3.41,10852294/04,M,10852294/04|INF179K01483
S,2017-05-09,2017-06-27,282.913,HDFC Low Duration-IDCWW,2873.830254,0.0,2877.3383752,3.5081212,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.12,0.0,10.16,10.17,3.5081212,823.06,3.51,10852294/04,M,10852294/04|INF179K01483
S,2017-05-16,2017-06-27,440.839,HDFC Low Duration-IDCWW,4478.042562,0.0,4483.5089656,5.4664036,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.12,0.0,10.16,10.17,5.4664036,528.21,5.47,10852294/04,M,10852294/04|INF179K01483
S,2017-05-23,2017-06-27,327.947,HDFC Low Duration-IDCWW,3331.285626,0.0,3335.3521688,4.0665428,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.12,0.0,10.16,10.17,4.0665428,710.04,4.07,10852294/04,M,10852294/04|INF179K01483
S,2017-05-30,2017-06-27,421.404,HDFC Low Duration-IDCWW,4280.621832,0.0,4285.8472416,5.2254096,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.12,0.0,10.16,10.17,5.2254096,552.57,5.23,10852294/04,M,10852294/04|INF179K01483
S,2017-06-06,2017-06-27,413.723,HDFC Low Duration-IDCWW,4202.598234,0.0,4207.7283992,5.1301652,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.12,0.0,10.16,10.17,5.1301652,562.83,5.13,10852294/04,M,10852294/04|INF179K01483
S,2017-06-08,2017-06-27,570812.004,HDFC Low Duration-IDCWW,5808525.8715036,0.0,5805386.4054816,-3139.466022,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,-0.05,0.0,10.18,10.17,-3139.466022,0.41,-3139.47,10852294/04,M,10852294/04|INF179K01483
S,2016-11-08,2017-06-27,241.054,HDFC Low Duration-IDCWW,2441.394912,0.0,2451.6156016,10.2206896,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.42,0.0,10.13,10.17,10.2206896,965.99,10.22,10852294/04,M,10852294/04|INF179K01483
L,2014-04-28,2017-06-05,1526.0,CROMPTON GREAVES CONSUMER ELECTRICAL LTD,0.0,0,358930.675166,0.0,358930.675166,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST  EXECUTIONARY,11210.0,7404.0,0.0,252.0,INE299U01018,Equity,,,0.0,235.21,358930.675166,2.08,358930.68,,E,
L,2014-03-23,2017-06-05,57035.0,CROMPTON GREAVES CONSUMER ELECTRICAL LTD,0.0,0,13415210.391935,0.0,13415210.391935,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST  EXECUTIONARY,11210.0,7404.0,0.0,252.0,INE299U01018,Equity,,,0.0,235.21,13415210.391935,0.06,13415210.39,,E,
L,2014-03-23,2017-06-05,2500.0,CROMPTON GREAVES CONSUMER ELECTRICAL LTD,0.0,0,588263.78,0.0,588263.78,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST  EXECUTIONARY,11210.0,7404.0,0.0,252.0,INE299U01018,Equity,,,0.0,235.31,588263.78,1.27,588263.78,,E,
L,2015-04-21,2017-04-24,10173.202,Nippon India Multi Cap-G,749999.9883662,0.0,833267.6467362,0.0,83267.65837,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7195.0,7442.0,73.7231,99.1253,INF204K01489,Equity,0.0,11.1,73.72,81.91,83267.65837,2.84,83267.66,404149365946,M,404149365946|INF204K01489
L,2015-05-13,2017-04-24,10377.362,Nippon India Multi Cap-G,749999.9706174,0.0,849990.0044322,0.0,99990.0338148,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7195.0,7442.0,72.2727,99.1253,INF204K01489,Equity,0.0,13.33,72.27,81.91,99990.0338148,2.79,99990.03,404149365946,M,404149365946|INF204K01489
L,2015-06-04,2017-04-24,10317.618,Nippon India Multi Cap-G,750000.0335616,0.0,845096.4869058,0.0,95096.4533442,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7195.0,7442.0,72.6912,99.1253,INF204K01489,Equity,0.0,12.68,72.69,81.91,95096.4533442,2.8,95096.45,404149365946,M,404149365946|INF204K01489
L,2015-07-02,2017-04-24,4040.029,Nippon India Multi Cap-G,300000.0294501,0.0,330911.0993349,0.0,30911.0698848,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7195.0,7442.0,74.2569,99.1253,INF204K01489,Equity,0.0,10.3,74.26,81.91,30911.0698848,7.16,30911.07,404149365946,M,404149365946|INF204K01489
L,2015-07-16,2017-04-24,3920.984,Nippon India Multi Cap-G,299999.9752176,0.0,321160.3495704,0.0,21160.3743528,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7195.0,7442.0,76.5114,99.1253,INF204K01489,Equity,0.0,7.05,76.51,81.91,21160.3743528,7.37,21160.37,404149365946,M,404149365946|INF204K01489
L,2015-07-23,2017-04-24,3898.129,Nippon India Multi Cap-G,300000.00784,0.0,319288.3399449,0.0,19288.3321049,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7195.0,7442.0,76.96,99.1253,INF204K01489,Equity,0.0,6.43,76.96,81.91,19288.3321049,7.42,19288.33,404149365946,M,404149365946|INF204K01489
L,2015-08-04,2017-04-24,3880.13,Nippon India Multi Cap-G,300000.01121,0.0,317814.076053,0.0,17814.064843,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7195.0,7442.0,77.317,99.1253,INF204K01489,Equity,0.0,5.94,77.32,81.91,17814.064843,7.45,17814.06,404149365946,M,404149365946|INF204K01489
L,2015-08-11,2017-04-24,3863.356,Nippon India Multi Cap-G,300000.0244612,0.0,316440.1495836,0.0,16440.1251224,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7195.0,7442.0,77.6527,99.1253,INF204K01489,Equity,0.0,5.48,77.65,81.91,16440.1251224,7.48,16440.13,404149365946,M,404149365946|INF204K01489
L,2015-10-06,2017-04-24,1678.642,Nippon India Multi Cap-G,123868.8396862,0.0,137494.3768002,0.0,13625.537114,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7195.0,7442.0,73.7911,99.1253,INF204K01489,Equity,0.0,11.0,73.79,81.91,13625.537114,17.22,13625.54,404149365946,M,404149365946|INF204K01489
L,2015-10-07,2017-04-24,6778.448,Nippon India Multi Cap-G,500000.0155136,0.0,555209.7966288,0.0,55209.7811152,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7195.0,7442.0,73.7632,99.1253,INF204K01489,Equity,0.0,11.04,73.76,81.91,55209.7811152,4.27,55209.78,404149365946,M,404149365946|INF204K01489
L,2015-07-09,2017-04-24,4036.886,Nippon India Multi Cap-G,299999.9720242,0.0,330653.6621766,0.0,30653.6901524,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,7195.0,7442.0,74.3147,99.1253,INF204K01489,Equity,0.0,10.22,74.31,81.91,30653.6901524,7.16,30653.69,404149365946,M,404149365946|INF204K01489
S,2016-09-27,2017-03-29,638.955,HDFC Low Duration-IDCWW,6452.039799,0.0,6492.7412325,40.7014335,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.63,0.0,10.1,10.16,40.7014335,364.75,40.7,10852294/04,M,10852294/04|INF179K01483
S,2016-10-11,2017-03-29,106.107,HDFC Low Duration-IDCWW,1074.651696,0.0,1078.2062805,3.5545845,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.33,0.0,10.13,10.16,3.5545845,2196.45,3.55,10852294/04,M,10852294/04|INF179K01483
S,2016-10-18,2017-03-29,25.532,HDFC Low Duration-IDCWW,258.588096,0.0,259.443418,0.855322,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.33,0.0,10.13,10.16,0.855322,9128.11,0.86,10852294/04,M,10852294/04|INF179K01483
S,2016-11-07,2017-03-29,388470.573,HDFC Low Duration-IDCWW,3937265.7985269,0.0,3947443.7275395,10177.9290126,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.26,0.0,10.14,10.16,10177.9290126,0.6,10177.93,10852294/04,M,10852294/04|INF179K01483
S,2016-11-02,2017-03-29,46.003,HDFC Low Duration-IDCWW,465.918384,0.0,467.4594845,1.5411005,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.33,0.0,10.13,10.16,1.5411005,5066.17,1.54,10852294/04,M,10852294/04|INF179K01483
S,2016-08-18,2017-03-29,99762.192,HDFC Low Duration-IDCWW,1006680.3270336,0.0,1013733.514008,7053.1869744,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.7,0.0,10.09,10.16,7053.1869744,2.34,7053.19,10852294/04,M,10852294/04|INF179K01483
S,2016-08-23,2017-03-29,218.018,HDFC Low Duration-IDCWW,2200.019638,0.0,2215.389907,15.370269,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.7,0.0,10.09,10.16,15.370269,1068.99,15.37,10852294/04,M,10852294/04|INF179K01483
S,2016-08-30,2017-03-29,748.608,HDFC Low Duration-IDCWW,7554.203328,0.0,7606.980192,52.776864,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.7,0.0,10.09,10.16,52.776864,311.32,52.78,10852294/04,M,10852294/04|INF179K01483
S,2016-09-07,2017-03-29,672.824,HDFC Low Duration-IDCWW,6789.466984,0.0,6836.901076,47.434092,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.7,0.0,10.09,10.16,47.434092,346.39,47.43,10852294/04,M,10852294/04|INF179K01483
S,2016-09-13,2017-03-29,567.229,HDFC Low Duration-IDCWW,5723.907839,0.0,5763.8974835,39.9896445,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.7,0.0,10.09,10.16,39.9896445,410.87,39.99,10852294/04,M,10852294/04|INF179K01483
S,2016-09-20,2017-03-29,603.254,HDFC Low Duration-IDCWW,6087.436114,0.0,6129.965521,42.529407,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.7,0.0,10.09,10.16,42.529407,386.34,42.53,10852294/04,M,10852294/04|INF179K01483
S,2016-10-25,2017-03-29,73.553,HDFC Low Duration-IDCWW,744.944784,0.0,747.4088095,2.4640255,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.33,0.0,10.13,10.16,2.4640255,3168.58,2.46,10852294/04,M,10852294/04|INF179K01483
S,2016-10-04,2017-03-29,120.49,HDFC Low Duration-IDCWW,1217.888822,0.0,1224.359135,6.470313,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.53,0.0,10.11,10.16,6.470313,1934.26,6.47,10852294/04,M,10852294/04|INF179K01483
L,2014-03-23,2016-10-28,8460.0,INDIAN HOTELS COMPANY LTD,599814.0,0,975664.9818,0.0,375850.9818,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST  EXECUTIONARY,3958.0,7404.0,70.9,145.6,INE053A01029,Equity,0.0,62.66,70.9,115.33,375850.9818,0.77,375850.98,,E,
L,2014-04-28,2016-10-28,20088.0,INDIAN HOTELS COMPANY LTD,1471446.0,0,2316685.36104,0.0,845239.36104,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST  EXECUTIONARY,3958.0,7404.0,73.25,145.6,INE053A01029,Equity,0.0,57.44,73.25,115.33,845239.36104,0.32,845239.36,,E,
S,2016-03-16,2016-10-28,6423.0,INDIAN HOTELS COMPANY LTD,597339.0,0,740744.22909,143405.22909,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST  EXECUTIONARY,3958.0,7404.0,0.0,0.0,INE053A01029,Equity,24.01,0.0,93.0,115.33,143405.22909,1.01,143405.23,,E,
S,2015-12-28,2016-09-27,127541.814,Franklin India Ultra Short Bond Super Inst-G,2529842.8974156,0.0,2716474.8338418,186631.9364262,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,8010.0,7442.0,0.0,0.0,INF090I01CN4,Cash,7.38,0.0,19.84,21.3,186631.9364262,0.87,186631.94,19574850,M,19574850|INF090I01CN4
S,2016-08-18,2016-09-27,494838.831,HDFC Low Duration-IDCWW,4993319.6758548,0.0,5000000.0000733,6680.3242185,0.0,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST Bank POA,5271.0,7442.0,0.0,0.0,INF179K01483,Debt,0.13,0.0,10.09,10.1,6680.3242185,0.47,6680.32,10852294/04,M,10852294/04|INF179K01483
L,2014-04-28,2016-09-27,1526.0,CG POWER AND INDUSTRIAL SOLUTIONS LTD,272238.4,0,119881.009584,0.0,-152357.390416,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST  EXECUTIONARY,1746.0,7404.0,178.4,92.0,INE067A01029,Equity,0.0,-55.96,178.4,78.56,-152357.390416,6.24,-152357.39,,E,
L,2014-03-23,2016-09-27,59535.0,CG POWER AND INDUSTRIAL SOLUTIONS LTD,10022717.25,0,4677009.11244,0.0,-5345708.13756,ALISHA PATEL AND INDIA PATEL  FAMILY TRUST  EXECUTIONARY,1746.0,7404.0,168.35,92.0,INE067A01029,Equity,0.0,-53.34,168.35,78.56,-5345708.13756,0.16,-5345708.14,,E,
